model,ticker,start,end,test_ratio,n_test,RMSE,MAE,MAPE,DirAcc_%,PI_cov95_%,runtime_s,seed
LSTM,SPY,2023-01-01,2024-12-31,0.15,76,10.6015,9.373,1.62,54.67,94.74,3.29,42
