model,ticker,start,end,test_ratio,n_test,RMSE,MAE,MAPE,DirAcc_%,PI_cov95_%,runtime_s,seed
SARIMA,SPY,2023-01-01,2024-12-31,0.15,76,4.3328,3.1175,0.54,49.33,94.74,3.78,42
